id,question,answer,category,task_type,evaluation_method
1704,Identify all factors that contributed to Little Pepe (LILPEPE) raising over $4.5 million in its presale. Options: A) Custom Layer 2 blockchain designed specifically for meme tokens B) EVM-compatible infrastructure with low transaction fees C) Community-driven tokenomics allocating 26.5% to presale participants D) Integration with existing DeFi protocols for yield generation,"A, B, C",dmind_meme,multiple_choice,rule_based
1705,What was the valuation assigned to Pump.fun by Messari analysts in their 2025 assessment? Options: A) $4 billion B) $7 billion C) $10 billion D) $15 billion,$7 billion,dmind_meme,multiple_choice,rule_based
1706,"Which consensus mechanism does Monad blockchain employ to achieve 10,000 TPS throughput? Options: A) Delegated Proof-of-Stake with sharding B) Parallel execution with EVM compatibility C) Proof-of-History with parallel processing D) Byzantine Fault Tolerance with pipelining",Parallel execution with EVM compatibility,dmind_meme,multiple_choice,rule_based
1707,Select all characteristics that define the 'gMONAD' cultural movement within the Monad ecosystem. Options: A) Community-driven meme creation and viral marketing B) Global participation in blockchain development initiatives C) Creative expression through digital art and NFT collections D) Governance participation through prediction market mechanisms,"A, B, C",dmind_meme,multiple_choice,rule_based
1708,What strategic acquisition did Monad Foundation complete to enhance its stablecoin infrastructure? Options: A) Circle's USDC integration platform B) Portal stablecoin infrastructure project C) Tether's USDT minting technology D) MakerDAO's DAI stability mechanisms,Portal stablecoin infrastructure project,dmind_meme,multiple_choice,rule_based
1709,Which Arbitrum-based meme token has gained attention for its community-driven engagement model? Options: A) ArbDoge AI (AIDOGE) B) Credbull (CBL) C) ArbiNyan (NYAN) D) ArbShiba (ASHIB),Credbull (CBL),dmind_meme,multiple_choice,rule_based
1710,Identify all technical innovations that Virtuals Protocol brings to the AI agent meme coin ecosystem. Options: A) Complete AI agent economy with autonomous trading capabilities B) Cross-platform AI agent deployment and management C) Decentralized AI model training with token incentives D) AI-powered meme generation and viral content creation,"A, B, C",dmind_meme,multiple_choice,rule_based
1711,What percentage of Little Pepe's total token supply is allocated to presale participants according to its tokenomics? Options: A) 22.5% B) 26.5% C) 31.2% D) 35.8%,26.5%,dmind_meme,multiple_choice,rule_based
1712,Which platform features have made Four.meme the leading memecoin launchpad on BNB Chain? Options: A) Built-in bonding curve market mechanisms B) Fair launch countdown system with internal trading C) Maximum token allocation limits per participant D) Cross-chain bridge integration with Ethereum,"A, B, C",dmind_meme,multiple_choice,rule_based
1713,What was the primary catalyst behind the KEKIUS MAXIMUS token's explosive price movement in January 2025? Options: A) Elon Musk's social media profile rebranding to 'Kekius Maximus' B) Tesla's announcement of meme coin payment integration C) SpaceX's partnership with crypto payment processors D) Twitter's implementation of crypto tipping features,Elon Musk's social media profile rebranding to 'Kekius Maximus',dmind_meme,multiple_choice,rule_based
1714,Select all factors that contributed to the BROCCOLI token reaching $280 million market capitalization. Options: A) CZ's social media tease about revealing his dog's name and photo B) Binance's strategic promotion of BNB Smart Chain ecosystem C) PancakeSwap's featured listing and liquidity incentives D) Community-driven viral marketing campaign across social platforms,"A, D",dmind_meme,multiple_choice,rule_based
1715,What architectural advantage does Sui blockchain's object-centric model provide for meme coin applications? Options: A) Parallel transaction processing without global state conflicts B) Built-in NFT functionality for meme asset creation C) Automatic smart contract optimization for gas efficiency D) Native cross-chain communication protocols,Parallel transaction processing without global state conflicts,dmind_meme,multiple_choice,rule_based
1716,Which meme coin on Sui blockchain has gained attention for its nostalgic virtual pet theme? Options: A) SuiDoge (SUIDOGE) B) Pou On Sui (POU) C) SuiShiba (SUISHIB) D) SuiPepe (SUIPEPE),Pou On Sui (POU),dmind_meme,multiple_choice,rule_based
1717,Identify all mechanisms that prevent fee contagion on Solana during high-volume meme coin launches. Options: A) Local fee markets isolating transaction costs by application B) Priority fee auctions with dynamic pricing algorithms C) Parallel processing preventing network-wide congestion D) Validator rotation ensuring distributed transaction processing,"A, C",dmind_meme,multiple_choice,rule_based
1718,What was the total value of USDT transactions processed natively on Aptos blockchain by 2025? Options: A) $20 billion B) $30 billion C) $45 billion D) $60 billion,$30 billion,dmind_meme,multiple_choice,rule_based
1719,Which technical features distinguish ArbDoge AI (AIDOGE) from other AI-themed meme coins? Options: A) Deflationary tokenomics with automatic burn mechanisms B) Native deployment on Arbitrum's Layer 2 infrastructure C) AI-powered trading algorithm integration D) Cross-chain bridge compatibility with multiple networks,"A, B",dmind_meme,multiple_choice,rule_based
1720,What was the approximate value of APT tokens scheduled for unlock in July 2025? Options: A) $35 million B) $50 million C) $75 million D) $100 million,$50 million,dmind_meme,multiple_choice,rule_based
1721,Select all innovations that Mind of Pepe brings to the AI agent crypto movement. Options: A) Advanced natural language processing for meme generation B) Autonomous trading strategies based on market sentiment analysis C) Community governance through AI-assisted decision making D) Cross-platform social media engagement automation,"A, B, C",dmind_meme,multiple_choice,rule_based
1722,What percentage of tokens that fulfilled the bonding curve and 'graduated' on Pump.fun were among the top trending tokens when X suspended memecoin accounts? Options: A) 35% B) 48% C) 52% D) 67%,48%,dmind_meme,multiple_choice,rule_based
1723,Which blockchain partnership enabled 24/7 commission-free tokenized stock trading for European users? Options: A) Polygon and Robinhood integration B) Arbitrum and Robinhood collaboration C) Optimism and Interactive Brokers partnership D) Base and Coinbase Advanced Trade integration,Arbitrum and Robinhood collaboration,dmind_meme,multiple_choice,rule_based
1724,Identify all characteristics of the PVPfun MemeFi platform's gaming integration. Options: A) Player-versus-player gaming with meme coin wagering B) Tournament structures with token-based prize pools C) Cross-ecosystem protocol compatibility for multiple meme coins D) NFT integration for unique gaming asset ownership,"A, B, C",dmind_meme,multiple_choice,rule_based
1725,What was the peak all-time high price reached by the MELANIA token on its launch day? Options: A) $6.25 B) $8.50 C) $11.75 D) $15.20,$8.50,dmind_meme,multiple_choice,rule_based
1726,Which technical standard does MemeX platform use for its social launchpad meme tokens? Options: A) ERC-20 with custom extensions B) MRC-20 protocol powered by MemeCore C) SPL token standard on Solana D) BEP-20 with enhanced functionality,MRC-20 protocol powered by MemeCore,dmind_meme,multiple_choice,rule_based
1727,"Select all factors that contributed to Optimism's first Futarchy contest attracting significant participation. Options: A) 430 verified real forecasters after bot filtering B) 5,898 total trades executed with OP-PLAY tokens C) Elimination of 4,122 bot accounts from participation D) Integration with existing DeFi yield farming protocols","A, B, C",dmind_meme,multiple_choice,rule_based
1728,What was the primary reason behind X (formerly Twitter) suspending dozens of memecoin accounts in 2025? Options: A) Violation of financial promotion regulations B) Coordinated inauthentic behavior and spam C) Copyright infringement of meme content D) Promotion of unregistered securities,Coordinated inauthentic behavior and spam,dmind_meme,multiple_choice,rule_based
1729,Which architectural elements make Blast network's yield generation unique among Layer 2 solutions? Options: A) Built-in ETH staking with automatic reward distribution B) T-Bill yield integration for stablecoin deposits C) Gas revenue sharing with decentralized application developers D) Cross-chain yield farming with multiple asset support,"A, B, C",dmind_meme,multiple_choice,rule_based
1730,What was the total market value of Solana memecoins that surged past a significant milestone in June 2025? Options: A) $8.7 billion B) $11.8 billion C) $15.2 billion D) $18.9 billion,$11.8 billion,dmind_meme,multiple_choice,rule_based
1731,Select all technical innovations that distinguish Snaky Way ($AKE) from traditional meme coins. Options: A) AI-powered buyback mechanisms with automated execution B) Multichain deployment across multiple blockchain networks C) Play-to-earn gaming integration with token rewards D) Deflationary tokenomics with strategic burn schedules,"A, B, C",dmind_meme,multiple_choice,rule_based
1732,What percentage of circulating supply will Aptos unlock in its July 2025 token release event? Options: A) 1.25% B) 1.75% C) 2.15% D) 2.85%,1.75%,dmind_meme,multiple_choice,rule_based
1733,Which consensus and execution model enables Monad to achieve EVM compatibility while maintaining high throughput? Options: A) Optimistic rollup with fraud proof mechanisms B) Parallel execution with EVM bytecode compatibility C) Sharded architecture with cross-shard communication D) Zero-knowledge proof validation with state compression,Parallel execution with EVM bytecode compatibility,dmind_meme,multiple_choice,rule_based
1734,"Identify all mechanisms that Four.meme uses to ensure fair token distribution on BNB Chain. Options: A) Maximum allocation limits of 1,000 tokens per participant B) Countdown-based launch system with internal trading periods C) Bonding curve market mechanisms for price discovery D) Anti-bot measures with human verification requirements","A, B, C",dmind_meme,multiple_choice,rule_based
1735,What was the primary technical factor that enabled Pump.fun to handle viral-scale meme coin launches on Solana? Options: A) Solana's fast finality and low transaction fees B) Custom smart contract optimization for token creation C) Parallel execution preventing network congestion D) Integrated MEV protection for fair token distribution,Solana's fast finality and low transaction fees,dmind_meme,multiple_choice,rule_based
1736,Which standard defines NFTs on Ethereum? Options: A) ERC-20 B) ERC-721 C) ERC-777 D) ERC-1155,ERC-721,dmind_nft,multiple_choice,rule_based
1737,Which of the following is NOT a common storage method for NFT metadata? Options: A) IPFS B) Arweave C) Centralized servers D) On-chain storage,On-chain storage,dmind_nft,multiple_choice,rule_based
